"last_name, first_name","player_id","year","xwoba","exit_velocity_avg","launch_angle_avg","hard_hit_percent","sprint_speed",""
"Saladino, Tyler","573135","2015",".284","86.2","6.6",34.4,"28.4",
"Vargas, Kennys","573627","2015",".277","88.1","5.6",41.3,"24.1",
"Gyorko, Jedd","576397","2015",".299","88.8","14.1",35.4,"24.7",
"Iglesias, Jose","578428","2015",".272","83.7","4.5",18.7,"28.4",
"Travis, Devon","581527","2015",".369","88.1","5.4",36.9,"28.2",
"Hechavarria, Adeiny","588751","2015",".281","87.6","7.5",31.3,"28.9",
"Bryant, Kris","592178","2015",".354","89.7","19.6",43.8,"28.6",
"Canha, Mark","592192","2015",".317","89.3","12.9",36.2,"28.2",
"Casali, Curt","592200","2015",".308","91.1","16.3",43.5,"24.7",
"Castellanos, Nick","592206","2015",".322","88.3","16.9",34.5,"26.5",
"DeShields, Delino","592261","2015",".283","85.8","10.2",22.4,"30.6",
"Machado, Manny","592518","2015",".345","91.4","12.8",41.7,"27.4",
"Olt, Mike","592609","2015",".293","86","11.3",32.2,"27.7",
"Parker, Kyle","592621","2015",".266","87.4","10.7",34.8,"27.3",
"Pederson, Joc","592626","2015",".348","91.2","13.8",45.2,"27.1",
"Pompey, Dalton","592647","2015",".273","86.7","13.7",26.8,"28.8",
"Realmuto, J.T.","592663","2015",".314","88.4","8.9",34.3,"28.8",
"Rosario, Eddie","592696","2015",".270","87.7","14.5",30.8,"28.5",
"Simmons, Andrelton","592743","2015",".305","86.4","3.5",29,"27.0",
"Yelich, Christian","592885","2015",".352","91.7","0.1",45.1,"28.7",
"Bogaerts, Xander","593428","2015",".300","88","6.8",33.8,"28.3",
"Castro, Daniel","593495","2015",".210","81.9","5.7",11,"26.7",
"Alberto, Hanser","593643","2015",".211","80.5","8.8",12.9,"27.6",
"Sano, Miguel","593934","2015",".386","94.1","16.3",54.9,"27.8",
"Calhoun, Kole","594777","2015",".317","86.2","11.6",32.2,"26.5",
"Eaton, Adam","594809","2015",".308","88.1","7.5",30.9,"28.9",
"Gattis, Evan","594828","2015",".304","88.9","10.6",39.2,"27.4",
"Gosselin, Phil","594838","2015",".351","87.1","6.3",33,"29.2",
"Kiermaier, Kevin","595281","2015",".302","87.6","9",30.9,"29.7",
"Rogers, Jason","595386","2015",".328","90.4","7.4",46.6,"26.7",
"Bird, Greg","595885","2015",".379","93","21.3",53.3,"25.1",
"Hedges, Austin","595978","2015",".222","88.1","12.8",24.8,"26.6",
"Lindor, Francisco","596019","2015",".323","89.9","6.3",36.7,"28.5",
"Odor, Rougned","596059","2015",".300","88.4","12",32.8,"28.2",
"Swihart, Blake","596119","2015",".290","86.8","10.3",27.2,"27.9",
"Sardinas, Luis","596143","2015",".197","83","4.1",8.1,"28.0",
"Franco, Maikel","596748","2015",".333","88.8","9.8",37.2,"26.7",
"Bradley Jr., Jackie","598265","2015",".291","89.3","10.1",39.1,"27.4",
"Herrera, Dilson","599096","2015",".279","84.9","17.1",25.4,"27.9",
"Ahmed, Nick","605113","2015",".259","86","12.5",22.4,"28.4",
"Asche, Cody","605125","2015",".295","87.2","14.8",33,"26.8",
"Betts, Mookie","605141","2015",".341","90.4","15.4",37.5,"28.7",
"Featherston, Taylor","605227","2015",".245","86.7","9.5",25.7,"28.8",
"Panik, Joe","605412","2015",".334","86.8","11.5",29.4,"26.5",
"Spangenberg, Cory","605486","2015",".298","87.3","4.7",32.2,"28.9",
"Tomlinson, Kelby","605509","2015",".307","87.3","4.2",31.2,"28.4",
"Tucker, Preston","605512","2015",".311","89.8","9.8",38.8,"26.9",
"Marte, Ketel","606466","2015",".287","87.2","6.8",27.8,"28.1",
"Peterson, Jace","607054","2015",".300","87.1","9.8",26.3,"28.5",
"Collins, Tyler","607385","2015",".303","87.8","14.2",31.3,"27.6",
"Pillar, Kevin","607680","2015",".290","85.8","14.1",26.5,"28.7",
"Ramirez, Jose","608070","2015",".292","86.7","11.9",24,"28.0",
"Gallo, Joey","608336","2015",".305","91.1","15.2",51,"28.2",
"Russell, Addison","608365","2015",".269","86.7","15.1",29.2,"28.0",
"Seager, Corey","608369","2015",".421","90.4","9.2",41.8,"26.8",
"Johnson, Micah","608672","2015",".254","87.2","1.2",18.1,"29.1",
"Plawecki, Kevin","608700","2015",".267","88.7","9.7",32.2,"26.9",
"Garcia, Adonis","611177","2015",".344","89.1","8.1",42.4,"26.2",
"Taylor, Chris","621035","2015",".258","88.8","14.8",32.3,"28.6",
"Correa, Carlos","621043","2015",".360","90","8.3",40.6,"28.3",
"Buxton, Byron","621439","2015",".203","86.4","12.5",21.8,"30.9",
"Duffy, Matt","622110","2015",".327","88","7.5",32,"28.2",
"Conforto, Michael","624424","2015",".382","92.3","13.4",47.4,"27.3",
"Puig, Yasiel","624577","2015",".328","89.3","12.2",36.9,"28.5",
"Soler, Jorge","624585","2015",".323","91.7","11.1",43.1,"27.7",
"Castillo, Rusney","628329","2015",".259","88.2","0.9",32.1,"27.5",
"Kang, Jung Ho","628356","2015",".361","90.5","7.1",46.4,"26.7",
"Tomas, Yasmany","630111","2015",".280","89.3","5.1",38,"27.3",
"Guerrero, Alex","648717","2015",".287","86.9","14.7",32.9,"27.4",
"Schwarber, Kyle","656941","2015",".365","91.9","15.5",42.3,"27.2",
"Ortiz, David","120074","2016",".430","93.2","16.9",47.2,"23.5",
"Rodriguez, Alex","121347","2016",".287","89.8","10.7",38.5,"23.9",
"Beltre, Adrian","134181","2016",".366","90.1","14.5",40.4,"25.9",
"Beltran, Carlos","136860","2016",".320","90.1","12.6",38.5,"25.7",
"Werth, Jayson","150029","2016",".337","91.4","15",44.6,"25.7",
"Pierzynski, A.J.","150229","2016",".269","87.5","7.4",33.9,"24.4",
"Rollins, Jimmy","276519","2016",".254","84.7","11.2",17.1,"26.7",
"Uribe, Juan","346874","2016",".323","88.1","10.1",37.5,"25.5",
"Suzuki, Ichiro","400085","2016",".297","84.2","7.4",20,"27.8",
"Martinez, Victor","400121","2016",".364","90","15.5",42.1,"22.5",
"Utley, Chase","400284","2016",".314","87.7","11.9",33.8,"27.4",
"Pujols, Albert","405395","2016",".367","91.6","11.7",44.1,"22.6",
"Byrd, Marlon","407781","2016",".305","87.1","17.1",37.5,"26.8",
"Holliday, Matt","407812","2016",".351","93.1","8.6",47.8,"25.8",
"Teixeira, Mark","407893","2016",".309","88.4","12.8",37.3,"24.5",
"Mauer, Joe","408045","2016",".357","89.9","3.8",42.9,"26.4",
"Morneau, Justin","408047","2016",".280","90.2","9.3",35.9,"25.2",
"Cabrera, Miguel","408234","2016",".449","93.6","12.3",50.6,"24.3",
"Gonzalez, Adrian","408236","2016",".327","88.2","9.6",33.9,"24.0",
"Phillips, Brandon","408252","2016",".289","86.4","10.3",25.5,"26.0",
"Infante, Omar","408299","2016",".280","85.8","13.7",23.1,"27.8",
"Reyes, Jose","408314","2016",".300","85.2","17.6",26.1,"27.8",
"Ross, David","424325","2016",".335","87.3","16.1",32.2,"25.5",
"Crisp, Coco","424825","2016",".295","85.5","13.7",23.3,"28.1",
"Peralta, Jhonny","425509","2016",".317","87.6","13.6",33.9,"26.1",
"Loney, James","425766","2016",".302","87.5","13",31.5,"24.6",
"Mathis, Jeff","425772","2016",".233","88.1","15",30.8,"25.5",
"Choo, Shin-Soo","425783","2016",".381","92.1","10.3",47,"25.2",
"Rivera, Rene","425784","2016",".282","86","10.5",29.9,"24.7",
"Francoeur, Jeff","425796","2016",".282","87.9","8.5",32.6,"26.2",
"Upton Jr., B.J.","425834","2016",".294","88.3","9.2",36.6,"28.2",
"Molina, Yadier","425877","2016",".329","87.8","9.4",28.1,"23.6",
"Navarro, Dioner","425900","2016",".245","84.9","17.4",22.3,"23.2",
"Fielder, Prince","425902","2016",".319","88.8","11.5",31.7,"24.2",
"Cano, Robinson","429664","2016",".348","90.1","11.5",42.8,"24.7",
"Encarnacion, Edwin","429665","2016",".380","90.8","15.8",40.8,"25.1",
"Hardy, J.J.","429666","2016",".299","90.2","12.3",39.2,"26.0",
"Howard, Ryan","429667","2016",".352","92","16.6",47.7,"23.2",
"Gutierrez, Franklin","429711","2016",".359","92.2","11.6",47.6,"25.2",
"Weeks Jr., Rickie","430001","2016",".382","91.5","10.9",44.1,"27.7",
"Raburn, Ryan","430605","2016",".278","90.3","11.5",43.2,"26.8",
"Johnson, Kelly","430637","2016",".316","87.6","11.4",33.6,"27.0",
"Bautista, Jose","430832","2016",".360","91.5","14.8",45.7,"25.3",
"Jones, Adam","430945","2016",".328","88.7","14.7",34.7,"28.0",
"Aybar, Erick","430947","2016",".253","85","6.2",15.1,"27.8",
"Hill, Aaron","431094","2016",".311","86.7","15.9",26.6,"27.3",
"Martin, Russell","431145","2016",".326","89.2","10",40.3,"25.3",
"Wright, David","431151","2016",".377","92","20.9",46.3,"25.2",
"Blanco, Andres","433217","2016",".288","88.5","6.5",35.3,"26.4",
"Granderson, Curtis","434158","2016",".333","87.8","18.7",33.1,"27.3",
"Ruiz, Carlos","434563","2016",".338","87.9","12.3",36.9,"25.8",
"Pagan, Angel","434636","2016",".320","85.7","12.4",21.8,"27.7",
"Davis, Rajai","434658","2016",".283","86.5","14.5",29.9,"29.0",
"Ramirez, Hanley","434670","2016",".348","90.6","9.3",42,"26.8",
"Morales, Kendrys","434778","2016",".389","92.8","11.3",49.9,"24.2",
"Kendrick III, Howie","435062","2016",".332","90.5","1.7",42.1,"26.7",
"Napoli, Mike","435063","2016",".340","89.6","18.5",39.4,"24.7",
"Wilson, Bobby","435064","2016",".255","85.3","14.6",26.3,"23.9",
"Kinsler, Ian","435079","2016",".326","87.1","18.3",30.8,"26.8",
"McCann, Brian","435263","2016",".332","88.9","18.9",35.8,"23.0",
"Walker, Neil","435522","2016",".353","89.1","18",37.5,"26.2",
"Suzuki, Kurt","435559","2016",".284","87.3","14.6",30.5,"25.6",
"Desmond, Ian","435622","2016",".319","90.7","4.8",43.6,"28.6",
"Cruz Jr., Nelson","443558","2016",".397","94.6","11.2",52.4,"26.1",
"Jaso, John","444379","2016",".332","86.3","7.7",32.1,"25.4",
"Trumbo, Mark","444432","2016",".370","92.8","15.1",44.7,"27.0",
"Peralta, David","444482","2016",".275","89","8.3",37.7,"28.1",
"Escobar, Alcides","444876","2016",".262","84","9.4",17.6,"27.5",
"Jay, Jon","445055","2016",".287","86.1","7",23.2,"26.3",
"Prado, Martin","445988","2016",".312","87.9","8.6",30.8,"26.6",
"Duda, Lucas","446263","2016",".351","89.8","15",45.4,"25.2",
"Wieters, Matt","446308","2016",".324","87.9","16.4",33,"25.1",
"Longoria, Evan","446334","2016",".361","90.8","18.1",41.5,"27.4",
"Cozart, Zack","446359","2016",".289","86.3","15.2",27.5,"25.9",
"Barney, Darwin","446381","2016",".285","86","10.6",23.8,"27.4",
"Guyer, Brandon","446386","2016",".328","87.3","13.9",27.9,"27.9",
"Rodriguez, Sean","446481","2016",".342","90.4","12.8",36.6,"27.1",
"Lobaton, Jose","446653","2016",".337","89.6","8.1",31.3,"24.1",
"Reynolds, Mark","448602","2016",".304","87.9","12.2",37.1,"25.0",
"Davis, Chris","448801","2016",".353","91.1","17.2",44,"26.5",
"Aviles, Mike","449107","2016",".267","85.9","7.1",26.6,"28.0",
"Orlando, Paulo","449181","2016",".313","89.6","8.3",37.4,"29.7",
"Zobrist, Ben","450314","2016",".357","89.2","9.5",35.6,"27.3",
"Fowler, Dexter","451594","2016",".350","88.1","12.4",33.8,"28.2",
"Flowers, Tyler","452095","2016",".342","93.3","12.8",48.5,"25.3",
"Headley, Chase","452104","2016",".308","87.2","11.9",33.1,"25.7",
"Drew, Stephen","452220","2016",".352","89.8","17.7",31,"26.4",
"Smith, Seth","452234","2016",".360","89.5","8.3",40.6,"26.0",
"Lind, Adam","452252","2016",".326","91.2","10.8",42.7,"24.6",
"Pence, Hunter","452254","2016",".341","91","5.5",41.3,"28.5",
"Span, Denard","452655","2016",".324","86","6.6",29.7,"27.9",
"Hanigan, Ryan","452672","2016",".212","82.3","7.8",17.9,"25.9",
"Cabrera, Asdrubal","452678","2016",".317","88.9","15.5",33.3,"25.5",
"Ellsbury, Jacoby","453056","2016",".307","86.9","10.7",31.4,"27.9",
"Tulowitzki, Troy","453064","2016",".351","90","14.2",40.8,"25.5",
"Robinson, Shane","453203","2016",".239","83.8","10.4",13.3,"29.0",
"Johnson, Chris","453400","2016",".307","90.6","11.5",42.8,"26.2",
"Blackmon, Charlie","453568","2016",".362","87.7","15.2",33.5,"27.7",
"Blanco, Gregor","453923","2016",".273","85.2","12.8",20.3,"28.2",
"Frazier, Todd","453943","2016",".314","89.1","20.5",35.6,"26.2",
"Ellis, A.J.","454560","2016",".302","86.9","14.6",33.3,"24.5",
"Iannetta, Chris","455104","2016",".313","89.3","15.1",39.1,"25.0",
"Maldonado, Martin","455117","2016",".303","87.6","11.3",29.5,"25.3",
"Chirinos, Robinson","455139","2016",".309","86.1","16.3",34.9,"25.7",
"Stewart, Chris","455755","2016",".274","86","8.8",27.7,"25.4",
"Young, Chris","455759","2016",".306","88.2","21.8",36.6,"27.8",
"Markakis, Nick","455976","2016",".337","90.7","10.7",42.6,"25.4",
"Pedroia, Dustin","456030","2016",".331","88.6","8.6",28.9,"26.6",
"Castillo, Welington","456078","2016",".298","88.8","12.9",37.5,"24.9",
"Bourn, Michael","456422","2016",".268","85.1","8.3",17.4,"28.1",
"Nunez, Eduardo","456488","2016",".299","89.6","8.4",37,"28.0",
"Pearce, Steve","456665","2016",".369","89.8","15.4",40.3,"26.6",
"Butler, Billy","456714","2016",".377","90.3","8.7",41.7,"23.5",
"Cain, Lorenzo","456715","2016",".319","88.6","9.2",33.4,"29.1",
"Saltalamacchia, Jarrod","457454","2016",".294","89.3","21.4",34.7,"25.6",
"De Aza, Alejandro","457477","2016",".315","88","16.1",27.2,"27.6",
"McCutchen, Andrew","457705","2016",".343","89.6","16.5",41.7,"29.1",
"Jackson, Austin","457706","2016",".325","88.3","12.9",32.2,"28.0",
"Upton, Justin","457708","2016",".342","91.3","15.5",45.5,"27.3",
"Maybin, Cameron","457727","2016",".311","87.9","4.6",32.2,"28.9",
"Turner, Justin","457759","2016",".354","90.6","17",41.4,"26.1",
"Posey III, Buster","457763","2016",".361","90.5","9.9",43.2,"25.1",
"Jennings, Desmond","457775","2016",".281","87","11.1",33.3,"27.6",
"Espinosa, Danny","457787","2016",".286","90.1","14.8",33.4,"27.7",
"Bruce, Jay","457803","2016",".329","88.9","14.8",38.2,"26.8",
"Votto, Joey","458015","2016",".399","89.6","11.6",39.9,"24.9",
"Coghlan, Chris","458085","2016",".283","87.2","7.3",30.2,"26.2",
"Rasmus, Colby","458675","2016",".313","88.5","18.2",36.8,"28.0",
"Gardner, Brett","458731","2016",".311","86.5","7.4",24,"28.7",
"Saunders, Michael","459431","2016",".318","90","11.1",44.5,"26.8",
"Joyce, Matt","459964","2016",".364","89","13.3",39,"26.0",
"Hundley, Nick","460026","2016",".300","90","10.7",37.2,"25.7",
"Pennington, Cliff","460060","2016",".245","85","14.7",23.3,"26.7",
"Braun, Ryan","460075","2016",".349","90","4.6",38.9,"27.4",
"Butera, Drew","460077","2016",".256","85","12.9",22.5,"25.5",
"Gordon, Alex","460086","2016",".323","87.8","15.2",36.6,"26.2",
"Reimold, Nolan","460099","2016",".278","86.7","13.4",32.4,"27.9",
"Gimenez, Chris","460269","2016",".288","87.4","8.7",32,"24.9",
"Gomez, Carlos","460576","2016",".274","87.8","11.1",32,"28.9",
"Moss, Brandon","461235","2016",".337","88.5","22.5",39,"26.2",
"Kemp, Matt","461314","2016",".347","88.2","14.5",38,"25.3",
"Plouffe, Trevor","461858","2016",".328","90.2","12.3",40.3,"26.1",
"Romine, Andrew","461865","2016",".297","84.1","7.1",21.6,"28.1",
"Andrus, Elvis","462101","2016",".320","87.4","9",31.8,"27.5",
"Petit, Gregorio","463610","2016",".270","87.2","8.6",32.1,"26.3",
"Cervelli, Francisco","465041","2016",".325","86.5","6.4",30.9,"25.6",
"Cabrera, Melky","466320","2016",".312","89.5","11.2",34.2,"25.5",
"Ramos, Wilson","467092","2016",".349","90.8","4.8",43.2,"24.0",
"Santana, Carlos","467793","2016",".385","90.8","14.4",43.2,"25.8",
"Parra, Gerardo","467827","2016",".279","87.4","4.9",32.2,"26.4",
"Montero, Miguel","471083","2016",".280","86.4","9.2",25.4,"23.4",
"Gonzalez, Carlos","471865","2016",".339","90.2","9",41.2,"27.1",
"Valbuena, Luis","472528","2016",".323","87.4","16.1",31,"25.6",
"Conger, Hank","474233","2016",".235","88","15",34.1,"23.8",
"De Jesus Jr., Ivan","474443","2016",".290","84.5","6.4",20.2,"25.9",
"Mercer, Jordy","474568","2016",".294","86.9","11.1",26.3,"27.6",
"Belt, Brandon","474832","2016",".383","87.2","21.2",32.4,"26.3",
"Carter, Chris","474892","2016",".368","91.7","18.6",46.2,"26.6",
"Van Slyke, Scott","475100","2016",".348","86","15.6",35.4,"27.2",
"Alonso, Yonder","475174","2016",".316","88.6","11.2",37.4,"24.5",
"Flaherty, Ryan","475247","2016",".263","88.6","8",35.1,"26.7",
"Smoak, Justin","475253","2016",".328","91.6","18.7",42.2,"24.1",
"Zimmerman, Ryan","475582","2016",".316","92.6","9.1",45.6,"27.0",
"Lowrie, Jed","476704","2016",".282","86","11.9",24.5,"25.3",
"Alvarez, Pedro","476883","2016",".355","92.7","13.3",49.2,"25.2",
"Wallace, Brett","477165","2016",".297","87.9","9.8",35.6,"24.9",
"Carrera, Ezequiel","485567","2016",".284","86.6","4.6",32.1,"28.3",
"Avila, Alex","488671","2016",".319","91.3","6.9",40.2,"24.1",
"Barnes, Brandon","488681","2016",".293","87","14.7",26.7,"28.0",
"Bourjos, Peter","488721","2016",".260","88.1","7.8",32.8,"29.6",
"Castro, Jason","488771","2016",".315","89.5","11.6",40.1,"26.7",
"d'Arnaud, Chase","488818","2016",".276","84.7","13.3",22,"29.1",
"Escobar, Yunel","488862","2016",".316","89.3","1.9",36.1,"25.5",
"Morrison, Logan","489149","2016",".338","90.5","12",41.7,"26.9",
"Recker, Anthony","489232","2016",".432","92.5","18.3",47.2,"26.8",
"Rosales, Adam","489267","2016",".300","89.6","15.4",39.2,"28.2",
"Thole, Josh","489365","2016",".258","85.8","14.1",23.4,"23.2",
"Martinez, Michael","492841","2016",".222","86","14.7",19,"27.8",
"Aoki, Norichika","493114","2016",".279","87.2","3",24.9,"27.3",
"Lee, Dae-Ho","493193","2016",".321","87.5","6.8",36.7,"23.1",
"Cespedes, Yoenis","493316","2016",".374","91.7","16.3",47.5,"27.1",
"Gurriel, Yuli","493329","2016",".299","88.8","10",36.1,"27.3",
"Ramirez, Alexei","493351","2016",".256","84.5","9",23.9,"26.5",
"Beckham, Gordon","493596","2016",".296","88","12.6",32,"26.1",
"Solarte, Yangervis","500208","2016",".299","88.5","12.9",33.3,"24.8",
"Rojas, Miguel","500743","2016",".253","84","7.1",21.1,"27.0",
"Escobar, Eduardo","500871","2016",".288","85.6","15.1",24.4,"27.5",
"Lagares, Juan","501571","2016",".305","87.3","14.1",30,"28.9",
"Almonte, Abraham","501659","2016",".277","88.5","8.9",39.2,"28.3",
"Freese, David","501896","2016",".324","91","2.2",48.5,"27.0",
"Davis, Khris","501981","2016",".369","92","13.3",48.2,"27.1",
"Pham, Tommy","502054","2016",".331","92.5","8.2",49.4,"28.7",
"Chisenhall, Lonnie","502082","2016",".292","86.2","18",24.8,"26.9",
"Presley, Alex","502100","2016",".276","85.5","9.1",23.7,"28.9",
"Martinez, J.D.","502110","2016",".397","91.5","13.4",47.2,"27.0",
"Valencia, Danny","502143","2016",".348","90.1","9.8",41.1,"26.9",
"Reddick, Josh","502210","2016",".327","88.1","14.3",32.7,"27.3",
"Heisey, Chris","502317","2016",".291","86.7","18.9",27.1,"28.1",
"Dyson, Jarrod","502481","2016",".290","84.3","4.9",21.9,"28.8",
"Murphy, Daniel","502517","2016",".395","90.7","16.8",41.5,"26.5",
"O'Malley, Shawn","502523","2016",".245","84.3","8.8",15.1,"29.4",
"Goldschmidt, Paul","502671","2016",".365","91","11",42.6,"27.4",
"Gonzalez, Marwin","503556","2016",".288","89.3","9.3",35.9,"26.5",
"Amarista, Alexi","506560","2016",".266","86.9","11.2",24.1,"27.4",
"Leon, Sandy","506702","2016",".296","86.9","11.3",26.7,"25.0",
"Altuve, Jose","514888","2016",".385","88.3","11.4",36.4,"28.4",
"Hernandez, Cesar","514917","2016",".312","87","5",29.2,"29.6",
"Segura, Jean","516416","2016",".339","89","7.9",33.8,"28.3",
"Castro, Starlin","516770","2016",".308","88.5","8.9",34.2,"27.5",
"Marte, Starling","516782","2016",".332","87.5","9.2",37,"28.9",
"Paredes, Jimmy","517370","2016",".279","89.9","6.3",37.5,"27.2",
"Centeno, Juan","518542","2016",".270","85.6","5.9",22,"26.0",
"Colon, Christian","518568","2016",".247","85.7","6.5",26.5,"26.0",
"d'Arnaud, Travis","518595","2016",".281","89.1","8.8",39.7,"27.0",
"Descalso, Daniel","518614","2016",".318","87.9","10.7",35.4,"26.9",
"Dietrich, Derek","518618","2016",".343","85.5","13",32,"27.7",
"Donaldson, Josh","518626","2016",".403","92.2","14.9",49.2,"27.1",
"Eibner, Brett","518649","2016",".289","85.5","17.6",31.7,"27.9",
"Freeman, Freddie","518692","2016",".397","91.3","17.3",44.7,"26.3",
"Fryer, Eric","518700","2016",".278","83.2","9.4",12.6,"28.2",
"Grandal, Yasmani","518735","2016",".357","91.3","12.4",44.7,"24.2",
"Heyward, Jason","518792","2016",".301","86.8","10.7",30.9,"27.7",
"LeMahieu, DJ","518934","2016",".391","91.8","6.1",47.7,"27.2",
"Lucroy, Jonathan","518960","2016",".345","87.6","14.5",35,"25.5",
"Moreland, Mitch","519048","2016",".337","90.6","14.4",39.5,"25.6",
"Moustakas, Mike","519058","2016",".367","91.5","11.4",42.9,"24.3",
"Norris, Derek","519083","2016",".279","87.4","18.9",32.6,"27.5",
"Revere, Ben","519184","2016",".256","83.6","5.5",16.3,"27.3",
"Rizzo, Anthony","519203","2016",".363","89.1","16.3",36.2,"25.9",
"Robinson, Clint","519208","2016",".296","87.8","14.2",32.3,"26.0",
"Romine, Austin","519222","2016",".274","86.6","8",27.5,"26.3",
"Rupp, Cameron","519237","2016",".310","91.3","9",47.1,"25.4",
"Smolinski, Jake","519295","2016",".313","87.5","13.1",30.9,"27.8",
"Souza Jr., Steven","519306","2016",".308","89.9","13",38.1,"28.8",
"Stanton, Giancarlo","519317","2016",".343","93.9","13.9",47.6,"27.5",
