"last_name, first_name","player_id","year","xwoba","exit_velocity_avg","launch_angle_avg","hard_hit_percent","sprint_speed",""
"Lind, Adam","452252","2017",".370","90.7","10.7",45,"24.8",
"Pence, Hunter","452254","2017",".319","89","4.2",37.6,"28.6",
"Span, Denard","452655","2017",".327","85.3","11",25.1,"27.5",
"Hanigan, Ryan","452672","2017",".256","83.4","2.9",18.2,"24.9",
"Cabrera, Asdrubal","452678","2017",".331","87.2","12",33.5,"25.2",
"Ellsbury, Jacoby","453056","2017",".318","85.6","10",25.4,"28.0",
"Tulowitzki, Troy","453064","2017",".289","86.4","9.2",33.7,"25.6",
"Blackmon, Charlie","453568","2017",".372","87.3","13.4",36.4,"28.2",
"Blanco, Gregor","453923","2017",".299","86","13.8",23.5,"28.9",
"Frazier, Todd","453943","2017",".355","87.5","20.3",30.3,"26.6",
"Ellis, A.J.","454560","2017",".273","86","11.5",31,"24.1",
"Iannetta, Chris","455104","2017",".327","87.9","15.6",36.6,"25.9",
"Maldonado, Martin","455117","2017",".275","85.4","12.9",31.3,"24.8",
"Chirinos, Robinson","455139","2017",".339","87.6","17.7",38.3,"24.5",
"Stewart, Chris","455755","2017",".251","84.5","10.1",16.7,"25.9",
"Young, Chris","455759","2017",".304","85.1","16",30.9,"27.6",
"Markakis, Nick","455976","2017",".320","88.3","8.8",34.7,"25.9",
"Pedroia, Dustin","456030","2017",".323","85.2","10.5",21.1,"26.1",
"Castillo, Welington","456078","2017",".341","89.4","14.4",44.3,"24.9",
"Nunez, Eduardo","456488","2017",".284","86.4","6.3",32.4,"27.8",
"Pearce, Steve","456665","2017",".314","87.2","13.8",35.9,"26.9",
"Cain, Lorenzo","456715","2017",".348","89.1","10.2",35.6,"28.7",
"McCutchen, Andrew","457705","2017",".362","88.4","14.2",38.9,"28.8",
"Jackson, Austin","457706","2017",".339","88.9","10.5",34.2,"27.8",
"Upton, Justin","457708","2017",".361","88.8","15.7",41.3,"28.3",
"Maybin, Cameron","457727","2017",".301","87.2","4.6",32.7,"28.7",
"Turner, Justin","457759","2017",".399","89.4","18.5",38.6,"25.3",
"Posey III, Buster","457763","2017",".345","88.7","11.6",34.8,"24.5",
"Espinosa, Danny","457787","2017",".260","87.4","13.5",28.7,"27.5",
"Bruce, Jay","457803","2017",".354","88.4","18.4",38.8,"26.3",
"Votto, Joey","458015","2017",".416","87.5","14.1",32.8,"24.9",
"Rasmus, Colby","458675","2017",".351","89.1","15.2",44.2,"27.2",
"Gardner, Brett","458731","2017",".333","86.4","10.3",31,"28.8",
"Young Jr., Eric","458913","2017",".272","85.3","3.3",30,"28.8",
"Saunders, Michael","459431","2017",".278","85.9","11.9",32.1,"27.5",
"Joyce, Matt","459964","2017",".356","88.2","15.1",34.4,"26.5",
"Hundley, Nick","460026","2017",".287","88.6","13.1",41,"26.0",
"Pennington, Cliff","460060","2017",".266","86.3","15.1",24.6,"26.7",
"Braun, Ryan","460075","2017",".348","89.9","7.7",44,"27.1",
"Butera, Drew","460077","2017",".245","85.1","18.6",24.6,"25.3",
"Gordon, Alex","460086","2017",".296","86.3","13.8",31.3,"26.2",
"Gimenez, Chris","460269","2017",".309","86.1","15.6",31.3,"24.9",
"Gomez, Carlos","460576","2017",".335","88.6","15.9",34.9,"28.0",
"Moss, Brandon","461235","2017",".343","89.6","17.8",41.9,"26.4",
"Kemp, Matt","461314","2017",".349","88.3","8.4",38.8,"24.8",
"Plouffe, Trevor","461858","2017",".285","87.9","11.8",38.5,"26.9",
"Romine, Andrew","461865","2017",".292","83.7","7.9",26.7,"27.2",
"Andrus, Elvis","462101","2017",".309","86.5","7.6",31.3,"27.3",
"Cervelli, Francisco","465041","2017",".318","87.5","6.6",31.8,"25.2",
"Cabrera, Melky","466320","2017",".331","88.3","8.9",35.1,"26.2",
"Sandoval, Pablo","467055","2017",".287","89.4","10.9",37.5,"25.3",
"Ramos, Wilson","467092","2017",".319","86","5.9",36.6,"22.7",
"Santana, Carlos","467793","2017",".359","88.6","13",38.6,"26.0",
"Parra, Gerardo","467827","2017",".311","86","8.3",29.7,"26.4",
"Montero, Miguel","471083","2017",".273","85.2","14.4",25.2,"23.3",
"Gonzalez, Carlos","471865","2017",".303","87.5","6.2",37,"26.9",
"Valbuena, Luis","472528","2017",".315","87.5","17.2",33.3,"23.6",
"Mercer, Jordy","474568","2017",".299","85.8","9.1",32.4,"27.5",
"Belt, Brandon","474832","2017",".385","89.3","22",40.6,"26.8",
"Carter, Chris","474892","2017",".300","89.8","22.2",38.5,"26.4",
"Alonso, Yonder","475174","2017",".362","89.2","19.4",41.1,"24.6",
"Smoak, Justin","475253","2017",".390","89.6","17.1",43,"24.0",
"Zimmerman, Ryan","475582","2017",".378","91.4","8.3",49.1,"26.8",
"Lowrie, Jed","476704","2017",".365","89.1","18.7",37.7,"26.6",
"Carrera, Ezequiel","485567","2017",".300","84.8","5.4",27.3,"28.1",
"Avila, Alex","488671","2017",".401","91","12.4",50.8,"25.0",
"Bourjos, Peter","488721","2017",".257","85.7","7.2",26.5,"30.0",
"Brantley Jr., Michael","488726","2017",".339","88.4","9.9",36.1,"25.9",
"Castro, Jason","488771","2017",".321","87.2","13.2",32,"26.2",
"Escobar, Yunel","488862","2017",".327","89","2.3",39.1,"25.4",
"Moore, Tyler","489138","2017",".274","88","17.8",33.1,"26.1",
"Morrison, Logan","489149","2017",".368","88.6","17.6",42.3,"26.7",
"Rosales, Adam","489267","2017",".227","87.7","17.3",33.2,"28.3",
"Hernandez, Gorkys","491676","2017",".286","85.2","9.3",26.1,"29.1",
"Sucre, Jesus","491696","2017",".302","86.5","14.7",32,"24.2",
"Aoki, Norichika","493114","2017",".292","86.1","4.5",24.8,"27.2",
"Cespedes, Yoenis","493316","2017",".356","90.1","18.9",44.6,"27.5",
"Gurriel, Yuli","493329","2017",".326","89.9","10.4",43.5,"26.9",
"Solarte, Yangervis","500208","2017",".295","85.4","14.7",27.6,"24.7",
"Rojas, Miguel","500743","2017",".309","83.8","9.3",22.7,"27.0",
"Escobar, Eduardo","500871","2017",".332","86.5","17.8",30.6,"27.6",
"Martinez, Jose","500874","2017",".418","90.9","11.3",45.3,"27.6",
"Adrianza, Ehire","501303","2017",".289","84.5","14.7",22.9,"27.1",
"Lagares, Juan","501571","2017",".273","86","8.6",32.7,"28.6",
"Almonte, Abraham","501659","2017",".309","88","4.4",36.7,"28.5",
"Freese, David","501896","2017",".341","88.9","3.1",42.9,"26.0",
"Davis, Khris","501981","2017",".387","92.2","14.2",52.4,"26.5",
"Pham, Tommy","502054","2017",".377","89.6","6.9",43.7,"28.7",
"Chisenhall, Lonnie","502082","2017",".338","86.3","16.6",36.9,"26.5",
"Presley, Alex","502100","2017",".315","85.5","9.7",23.7,"28.3",
"Martinez, J.D.","502110","2017",".432","91","15.4",49.3,"27.0",
"Valencia, Danny","502143","2017",".301","88.2","8.9",37.5,"27.0",
"Reddick, Josh","502210","2017",".340","87.7","17.8",31.6,"27.7",
"Gentry, Craig","502226","2017",".327","85.9","10.2",24.7,"29.4",
"Dyson, Jarrod","502481","2017",".295","82.4","9.5",18.5,"28.2",
"Murphy, Daniel","502517","2017",".359","89.6","17.3",41.8,"26.2",
"Goldschmidt, Paul","502671","2017",".397","91.5","11.6",47.5,"26.8",
"Gonzalez, Marwin","503556","2017",".320","88.7","11.7",36.6,"26.7",
"Amarista, Alexi","506560","2017",".230","84.1","9.7",16.8,"26.5",
"Leon, Sandy","506702","2017",".258","83.7","15.2",24.9,"23.8",
"Altuve, Jose","514888","2017",".360","86.1","9.7",28.1,"28.4",
"Tejada, Ruben","514913","2017",".311","85.7","14.5",26.5,"26.5",
"Hernandez, Cesar","514917","2017",".331","85.7","4.5",29.7,"29.4",
"Segura, Jean","516416","2017",".315","87.6","6.7",34.5,"27.0",
"Castro, Starlin","516770","2017",".306","87.4","6.9",36.5,"27.5",
"Marte, Starling","516782","2017",".322","83.2","9.3",29.2,"28.8",
"Sanchez, Hector","516949","2017",".262","86.6","19.6",27.1,"22.8",
"Pirela, Jose","517369","2017",".327","89.3","6",39.1,"29.0",
"Blash, Jabari","518466","2017",".344","87.3","14.8",37.8,"27.6",
"d'Arnaud, Travis","518595","2017",".305","88","13.5",35.7,"26.7",
"Descalso, Daniel","518614","2017",".310","87.2","13",29.2,"27.2",
"Dietrich, Derek","518618","2017",".326","85.9","16.7",32.7,"27.3",
"Donaldson, Josh","518626","2017",".392","90.9","13.8",44.9,"26.3",
"Freeman, Freddie","518692","2017",".406","89.7","16",42.7,"26.5",
"Grandal, Yasmani","518735","2017",".283","88.2","12.6",38.8,"24.0",
"Heyward, Jason","518792","2017",".319","86.6","11.4",31.3,"27.0",
"LeMahieu, DJ","518934","2017",".341","89.3","3.3",41.4,"27.1",
"Lucroy, Jonathan","518960","2017",".308","85","7.8",24.3,"25.1",
"Mesoraco, Devin","519023","2017",".305","83.4","17.4",26.9,"25.7",
"Moreland, Mitch","519048","2017",".371","89.3","11.6",36.4,"25.6",
"Moustakas, Mike","519058","2017",".338","87.4","18.2",33.8,"23.8",
"Norris, Derek","519083","2017",".296","87.7","20",34.1,"27.1",
"Revere, Ben","519184","2017",".307","82.7","4.5",13.1,"27.6",
"Rizzo, Anthony","519203","2017",".395","88.4","15.5",39.1,"25.7",
"Romine, Austin","519222","2017",".292","86.6","7.9",36.2,"26.5",
"Rupp, Cameron","519237","2017",".291","88.6","8.4",41.2,"24.9",
"Sogard, Eric","519299","2017",".337","84.7","13.9",22.6,"26.7",
"Souza Jr., Steven","519306","2017",".350","88.8","11.7",38.6,"29.0",
"Stanton, Giancarlo","519317","2017",".403","92","11.2",45.6,"27.8",
"Szczur, Matt","519333","2017",".291","83.8","17.3",19.6,"28.4",
"Thames, Eric","519346","2017",".342","88.2","12.8",39.3,"27.2",
"Vogt, Stephen","519390","2017",".293","85.4","17.4",30.1,"25.5",
"Galvis, Freddy","520471","2017",".286","86.3","15.2",23.5,"27.3",
"Perez, Salvador","521692","2017",".349","88.7","18.7",38.9,"25.5",
"Forsythe, Logan","523253","2017",".332","88.9","12.1",34.4,"27.5",
"Flores, Wilmer","527038","2017",".315","87.5","17",33.9,"25.7",
"Marte, Jefry","527043","2017",".270","85.2","8.7",27.7,"27.7",
"Nava, Daniel","537953","2017",".357","87.3","10.9",30.6,"26.0",
"Garcia, Avisail","541645","2017",".365","90.3","7.6",40.8,"29.1",
"Perez, Hernan","541650","2017",".288","84.9","10.3",27.6,"28.4",
"Inciarte, Ender","542255","2017",".292","82.8","10.2",13.1,"27.1",
"Ozuna, Marcell","542303","2017",".369","90.9","10.2",45.6,"27.8",
"Villar, Jonathan","542340","2017",".266","88.3","3.1",34.2,"27.9",
"Santana, Danny","542454","2017",".269","87.5","5",32.3,"27.9",
"Telis, Tomas","542513","2017",".274","83.7","7.6",17.9,"26.2",
"Aguilar, Jesus","542583","2017",".333","89.1","11.8",42.8,"24.5",
"Bandy, Jett","542908","2017",".276","84.9","16.4",23.3,"23.8",
"Beckham, Tim","542921","2017",".327","88.4","8.5",40.7,"28.1",
"Broxton, Keon","542979","2017",".309","87.2","10.3",34.9,"29.9",
"Crawford, Brandon","543063","2017",".302","87.5","11.3",33.5,"26.0",
"Cron, C.J.","543068","2017",".338","88.9","18.2",38.6,"25.8",
"Gomes, Yan","543228","2017",".286","86.4","16.2",32.7,"26.8",
"Grossman, Robbie","543257","2017",".350","86.4","12.2",26.8,"27.9",
"Harrison, Josh","543281","2017",".311","84.9","16.5",24.1,"27.6",
"Herrmann, Chris","543302","2017",".306","89.1","10.3",37.3,"27.1",
"Hicks, Aaron","543305","2017",".348","86.7","11.7",32.5,"28.5",
"Hicks, John","543308","2017",".325","85.7","8",32.5,"27.2",
"Hosmer, Eric","543333","2017",".352","89.8","3.9",39.4,"27.1",
"Joseph, Caleb","543376","2017",".284","84.4","10",30.9,"25.9",
"Kipnis, Jason","543401","2017",".306","86.2","17.5",31.6,"27.2",
"Mahtook, Mikie","543484","2017",".327","88.4","10.2",38,"28.9",
"McCann, James","543510","2017",".340","87.2","15.7",34.1,"26.7",
"Miller, Brad","543543","2017",".318","89.3","11.1",38.4,"27.7",
"Rendon, Anthony","543685","2017",".369","89.8","18.3",38.4,"27.5",
"Semien, Marcus","543760","2017",".312","87.1","17.2",30,"28.5",
"Shaw, Travis","543768","2017",".328","88.6","14.9",39.4,"25.6",
"Springer III, George","543807","2017",".384","89.2","9.3",43.2,"28.0",
"Strange-Gordon, Dee","543829","2017",".274","81.6","2.2",11.2,"29.4",
"Vazquez, Christian","543877","2017",".291","85.2","8",22.2,"25.9",
"Wong, Kolten","543939","2017",".316","86.4","9.7",28.9,"27.5",
"Gregorius, Didi","544369","2017",".294","84.5","17.7",20.9,"28.2",
"Garcia, Leury","544725","2017",".307","85.2","4",28.4,"28.6",
"Franklin, Nick","545338","2017",".313","83.6","7.2",31,"26.4",
"Grichuk, Randal","545341","2017",".332","89","16.2",41.4,"28.5",
"Marisnick, Jake","545350","2017",".306","88.2","18.4",35,"29.2",
"Trout, Mike","545361","2017",".425","88.8","18",39.9,"29.4",
"Herrera, Odubel","546318","2017",".308","87.2","9.7",32.3,"27.3",
"Almora Jr., Albert","546991","2017",".308","87.2","8.6",32.3,"27.7",
"Ruiz, Rio","547004","2017",".300","88","4.1",35.7,"26.6",
"Delmonico, Nicky","547170","2017",".328","83.6","12.3",26.4,"27.6",
"Wolters, Tony","547172","2017",".259","83.8","5.8",18.8,"26.4",
"Harper, Bryce","547180","2017",".394","91.1","14.1",42.6,"27.7",
"Perez, Roberto","547379","2017",".296","86.2","6.8",39.1,"24.8",
"Kim, Hyun Soo","547957","2017",".318","88.7","9.7",36.3,"26.3",
"Martin, Leonys","547982","2017",".267","86.7","12.7",31.6,"27.4",
"Abreu, Jose","547989","2017",".364","90.6","11.1",45.2,"26.8",
"Diaz, Elias","553869","2017",".270","86.4","6.4",36.7,"27.2",
"Narvaez, Omar","553882","2017",".309","83.6","11.9",18.6,"25.2",
"Machado, Dixon","553988","2017",".273","84.7","5",27.5,"27.7",
"Suarez, Eugenio","553993","2017",".352","86.2","14.8",32.1,"26.9",
"Polanco, Gregory","570256","2017",".303","86.5","13.1",30.6,"27.2",
"Santana, Domingo","570267","2017",".355","89.2","10.5",40.4,"27.2",
"Gonzalez, Erik","570481","2017",".302","88.4","3.7",41.3,"28.1",
"Urshela, Gio","570482","2017",".281","87.4","9.5",27.4,"26.5",
"Alcantara, Arismendy","570489","2017",".189","82.9","7.1",20.6,"29.1",
"Sanchez, Yolmer","570560","2017",".285","84.8","10.4",24.6,"28.5",
"Schoop, Jonathan","570731","2017",".330","87.8","13",37.2,"27.6",
"Adams, Matt","571431","2017",".342","88.9","15.9",40.3,"26.0",
"Altherr, Aaron","571437","2017",".341","89.3","11.2",42.8,"28.9",
"Arenado, Nolan","571448","2017",".366","88.8","17.6",37.9,"25.6",
"Barnhart, Tucker","571466","2017",".314","86.2","9.7",25.6,"25.2",
"Bour, Justin","571506","2017",".368","89.2","9.7",40.4,"24.1",
"Davidson, Matt","571602","2017",".304","89","17.7",41.7,"25.5",
"Fuentes, Rey","571681","2017",".280","83","9.4",23.5,"28.9",
"Gennett, Scooter","571697","2017",".312","86.4","13.2",35.3,"26.4",
"Goodwin, Brian","571718","2017",".333","87.9","14.5",35.7,"27.8",
"Hamilton, Billy","571740","2017",".262","80.5","10.2",11.7,"30.2",
"Haniger, Mitch","571745","2017",".333","87.7","10.9",35.4,"28.0",
"Hernandez, Enrique","571771","2017",".302","88.5","13.6",36.5,"27.4",
"Holt, Brock","571788","2017",".259","83.7","5",15,"27.5",
"Joseph, Tommy","571830","2017",".298","89.3","14.1",40.3,"25.3",
"Kelly, Ty","571841","2017",".270","83.9","13.4",16.9,"28.5",
"Lamb, Jake","571875","2017",".353","88.3","12.2",36.3,"26.9",
"Maile, Luke","571912","2017",".196","83.3","11.8",20.8,"26.0",
"Marrero, Deven","571918","2017",".254","86.9","4.4",26.5,"27.4",
"Myers, Wil","571976","2017",".330","89.4","15.4",44.6,"28.6",
"Owings, Chris","572008","2017",".277","86.6","12.4",27.6,"28.4",
"Phegley, Josh","572033","2017",".305","85.2","19.4",29.8,"26.3",
"Piscotty, Stephen","572039","2017",".340","86.1","10.3",34.9,"26.7",
"Pollock, AJ","572041","2017",".341","88.1","8.5",38.4,"28.6",
"Rickard, Joey","572073","2017",".262","83.3","15.4",20.9,"28.4",
"Schimpf, Ryan","572114","2017",".305","86.1","29.8",30.9,"27.8",
"Seager, Kyle","572122","2017",".344","88.3","21",33.9,"26.0",
"Taylor, Michael A.","572191","2017",".302","87.5","12.4",38.3,"28.8",
"Voit III, Luke","572228","2017",".333","90.9","11.2",43.4,"26.1",
"Zunino, Mike","572287","2017",".329","90.3","20.5",46.9,"26.3",
"Goins, Ryan","572365","2017",".263","86.2","9.9",29.6,"26.6",
"Adams, Lane","572669","2017",".348","86.2","14.5",39.2,"30.0",
"Carpenter, Matt","572761","2017",".379","89.7","22.6",37.2,"26.6",
"Dickerson, Corey","572816","2017",".314","87.2","13.9",31.7,"27.6",
"Dozier, Brian","572821","2017",".342","87.9","16.7",34.7,"27.1",
"Garneau, Dustin","572863","2017",".261","83.5","21.9",21.1,"26.8",
"Saladino, Tyler","573135","2017",".235","84.9","13.2",25,"28.2",
"Vargas, Kennys","573627","2017",".300","86.3","11.3",30.9,"25.1",
"Contreras, Willson","575929","2017",".351","88.2","7.1",35.9,"27.9",
"Gyorko, Jedd","576397","2017",".320","86.4","15.5",31.5,"25.1",
"Iglesias, Jose","578428","2017",".275","82.9","8.7",21.1,"27.8",
"Travis, Devon","581527","2017",".335","87.6","13.9",34,"27.4",
"Hechavarria, Adeiny","588751","2017",".300","87.8","9.8",34.6,"28.1",
"Torreyes, Ronald","591720","2017",".252","81.5","8.8",13.2,"28.3",
"Osuna, Jose","591741","2017",".304","87.2","7.2",31.8,"27.2",
"Garcia, Willy","591994","2017",".285","87.7","10.2",31.2,"27.9",
"Bryant, Kris","592178","2017",".376","87","17",36.6,"28.9",
"Canha, Mark","592192","2017",".279","88.1","19.8",33.9,"27.8",
"Castellanos, Nick","592206","2017",".373","89.1","14.2",42,"28.1",
"Cowart, Kaleb","592230","2017",".307","85.5","6.6",30.3,"27.4",
"DeShields, Delino","592261","2017",".275","83.6","11.5",21.9,"30.1",
"Drury, Brandon","592273","2017",".312","88.2","7.7",38.7,"27.2",
"Gamel, Ben","592325","2017",".297","86.3","10.9",29.3,"28.4",
"Healy, Ryon","592387","2017",".313","88.3","12.8",40.4,"26.6",
"Jones, JaCoby","592444","2017",".244","86","9.1",35.5,"29.0",
"Judge, Aaron","592450","2017",".450","95","15.8",54.7,"28.0",
"Machado, Manny","592518","2017",".360","91.3","13.6",47.5,"26.2",
"Parker, Jarrett","592620","2017",".289","86.7","10.2",30.4,"27.8",
"Pederson, Joc","592626","2017",".343","90.1","10.2",41.7,"26.5",
"Realmuto, J.T.","592663","2017",".335","88.2","10.1",35.5,"28.6",
"Renfroe, Hunter","592669","2017",".309","88","15.3",34.1,"27.2",
"Robinson, Drew","592685","2017",".323","87.3","14.3",35.4,"27.4",
"Rosario, Eddie","592696","2017",".332","87.2","13.3",31.8,"27.5",
"Rutledge, Josh","592710","2017",".269","87.2","1.6",27.6,"29.0",
"Simmons, Andrelton","592743","2017",".307","86.1","7.8",28.7,"27.5",
"Toles, Andrew","592808","2017",".336","85.7","7.4",30.4,"28.6",
"Yelich, Christian","592885","2017",".357","90.6","4.6",45.8,"28.3",
"Merrifield, Whit","593160","2017",".327","87.6","16.4",29.6,"29.2",
"Bogaerts, Xander","593428","2017",".287","87.3","8.1",30.2,"28.3",
"Bonifacio, Jorge","593528","2017",".331","87.6","14.7",39.6,"28.5",
"Hanson, Alen","593700","2017",".239","84","10.7",26.9,"29.2",
"Polanco, Jorge","593871","2017",".291","85","16.3",25.8,"28.5",
"Sano, Miguel","593934","2017",".348","92.3","13.1",47,"26.9",
"Difo, Wilmer","594694","2017",".294","84.5","6.7",26.1,"29.1",
"Calhoun, Kole","594777","2017",".327","88.3","12.3",35.5,"26.4",
"Duvall, Adam","594807","2017",".301","87.3","21.1",32.6,"27.9",
"Eaton, Adam","594809","2017",".340","87.1","7.8",34.7,"28.6",
"Garcia, Greg","594824","2017",".318","84.3","9.3",24.9,"27.6",
"Gattis, Evan","594828","2017",".346","88","17.4",35.7,"26.6",
"Schebler, Scott","594988","2017",".348","89.1","11.6",40.8,"28.3",
"Brugman, Jaycob","595144","2017",".286","87.1","7.2",29.5,"27.2",
"Kiermaier, Kevin","595281","2017",".293","86.9","8.1",30.5,"29.3",
"Knapp, Andrew","595284","2017",".306","88.9","4.6",40.2,"27.0",
"Riddle, JT","595375","2017",".273","85.7","6.4",28.6,"28.0",
"Alfaro, Jorge","595751","2017",".333","88.1","8.2",36.5,"28.1",
"Baez, Javier","595879","2017",".295","87.9","10.1",36,"28.5",
"Bird, Greg","595885","2017",".324","90.1","20.7",41,"25.0",
"Hedges, Austin","595978","2017",".253","87.8","17.8",34.3,"26.4",
"Lindor, Francisco","596019","2017",".357","89.1","14.6",35.9,"28.0",
"Odor, Rougned","596059","2017",".289","89.1","15.9",36.6,"28.1",
"Slater, Austin","596103","2017",".283","87.5","1.6",31.8,"28.5",
"Story, Trevor","596115","2017",".299","89.4","19.2",38.3,"29.3",
"Sanchez, Gary","596142","2017",".385","90.8","13.1",42.9,"26.0",
"Cuthbert, Cheslor","596144","2017",".262","85.8","12",28.6,"25.6",
"Kepler, Max","596146","2017",".302","88.7","13.2",36.7,"28.0",
"Franco, Maikel","596748","2017",".303","88.8","11.5",36.2,"26.0",
"Bradley Jr., Jackie","598265","2017",".316","88.3","9.5",40,"27.5",
"Motter, Taylor","600301","2017",".290","87.3","12.5",32.7,"26.8",
"La Stella, Tommy","600303","2017",".342","87.5","14",29.4,"26.2",
"Candelario, Jeimer","600869","2017",".314","86.7","13",33,"27.6",
"Ahmed, Nick","605113","2017",".266","84.7","9.9",24.2,"28.2",
"Barnes, Austin","605131","2017",".368","88.2","9.5",36.8,"27.2",
"Bell, Josh","605137","2017",".333","87.6","8.6",34.3,"27.2",
"Betts, Mookie","605141","2017",".340","88.4","14.3",37.9,"27.9",
"Fisher, Derek","605233","2017",".303","89","5.2",39.1,"29.3",
"Panik, Joe","605412","2017",".307","85","11.4",23.9,"26.0",
"Smith, Mallex","605480","2017",".260","81.2","7",16.8,"30.1",
"Spangenberg, Cory","605486","2017",".295","87.1","9.9",29,"28.7",
"Tomlinson, Kelby","605509","2017",".270","83.3","6.6",15.7,"28.1",
"Zimmer, Bradley","605548","2017",".308","89.1","8.2",39.9,"30.0",
"Arcia, Orlando","606115","2017",".278","85.7","6.8",27.6,"27.3",
"Tapia, Raimel","606132","2017",".286","81","13.2",12.9,"29.4",
"Peraza, Jose","606299","2017",".301","82.8","11.2",20,"28.9",
"Marte, Ketel","606466","2017",".346","87.5","7.9",34.6,"29.2",
"Nimmo, Brandon","607043","2017",".354","89.2","10",37.5,"28.6",
"Peterson, Jace","607054","2017",".309","86.8","5.5",33.8,"28.6",
"Turner, Trea","607208","2017",".329","89.1","7.1",39.2,"30.4",
"Smith, Kevan","607345","2017",".290","85.7","5.2",28.9,"26.6",
"Collins, Tyler","607385","2017",".286","89.9","14.8",37.5,"27.4",
"Rua, Ryan","607387","2017",".284","84.9","11.7",32.1,"27.9",
"Pillar, Kevin","607680","2017",".311","86","13",29.1,"27.8",
"Rivera, T.J.","608061","2017",".296","84.4","14.4",24.9,"26.8",
"Ramirez, Jose","608070","2017",".360","88.2","15",34.7,"28.0",
"Bregman, Alex","608324","2017",".338","87.6","16.4",34.3,"27.6",
"Gallo, Joey","608336","2017",".379","93.3","23",52.2,"27.9",
"Russell, Addison","608365","2017",".308","88","14.8",35.2,"28.2",
"Seager, Corey","608369","2017",".383","89.7","11.1",44.3,"26.9",
"Williams, Nick","608384","2017",".330","88.1","7.8",41.4,"29.1",
"Winker, Jesse","608385","2017",".356","88","8.1",32.7,"25.8",
"Mazara, Nomar","608577","2017",".318","89","11.3",37.1,"27.0",
"Plawecki, Kevin","608700","2017",".348","87.1","8.8",33.3,"25.9",
"Reynolds, Matt","608703","2017",".267","86.4","8.3",32.5,"27.3",
"Garcia, Adonis","611177","2017",".295","87.4","6.3",34,"26.3",
"Torrens, Luis","620443","2017",".264","86.4","5.4",29.2,"26.8",
"Robertson, Daniel","621002","2017",".272","85.8","8.3",30.4,"27.5",
"Swanson, Dansby","621020","2017",".295","86.9","8.3",32.5,"28.7",
"Taylor, Chris","621035","2017",".342","87.1","12.2",34.1,"29.0",
"Correa, Carlos","621043","2017",".401","90.5","9.3",44.9,"27.7",
"Buxton, Byron","621439","2017",".298","88.1","15.2",32,"30.6",
"Powell, Boog","621471","2017",".278","85.8","11.4",18.9,"28.1",
"Moroff, Max","621559","2017",".289","84.8","15.2",21.5,"28.1",
"Olson, Matt","621566","2017",".392","92.6","17.8",48.8,"24.3",
"Maxwell, Bruce","622194","2017",".303","88.6","7.3",39.9,"23.9",
"Margot, Manuel","622534","2017",".300","85.3","10.4",29.3,"29.4",
"Camargo, Johan","622666","2017",".297","88.1","9.5",35.8,"26.7",
"Kivlehan, Patrick","623182","2017",".293","86.6","10.4",32.2,"28.3",
"Arroyo, Christian","624414","2017",".278","87.4","4.2",30.4,"27.6",
"Conforto, Michael","624424","2017",".377","89.1","13.7",43.4,"27.7",
"Frazier, Adam","624428","2017",".326","85.8","9.2",24.2,"27.5",
"Jones, Ryder","624507","2017",".221","85.9","17.5",25,"27.3",
"Puig, Yasiel","624577","2017",".359","88.5","10.4",37.6,"28.1",
"Soler, Jorge","624585","2017",".266","89","19.6",34.4,"27.7",
"Heredia, Guillermo","628338","2017",".281","84.6","10.2",22.8,"28.7",
"Tomas, Yasmany","630111","2017",".329","91.4","9.1",49.1,"26.9",
"Frazier, Clint","640449","2017",".293","88.7","13.8",40.2,"28.8",
"Pinder, Chad","640461","2017",".341","89.4","12.3",43,"27.7",
"Anderson, Tim","641313","2017",".274","85.6","8",31.1,"28.8",
"Asuaje, Carlos","641319","2017",".280","84.5","14.3",18.8,"27.1",
"Bellinger, Cody","641355","2017",".365","90.8","17.5",45.7,"28.9",
"Engel, Adam","641553","2017",".240","83.2","14.7",22.4,"30.5",
"Mancini III, Trey","641820","2017",".338","88.6","7.1",41.2,"27.6",
"Smith, Dominic","642086","2017",".325","89.7","9.8",42,"25.3",
"Valaika, Pat","642162","2017",".271","85.4","17.2",29.6,"27.7",
"Cordoba, Allen","642707","2017",".280","82.3","9.8",21.2,"29.3",
"Rosario, Amed","642708","2017",".239","84.3","7.2",25,"30.1",
"Benintendi, Andrew","643217","2017",".338","87.5","14.7",33.4,"28.3",
"Granite, Zack","643335","2017",".300","84.1","7.6",22.1,"28.9",
"Albies, Ozzie","645277","2017",".339","87.3","15.9",26.6,"28.7",
"Devers, Rafael","646240","2017",".298","89.8","8.1",44.8,"27.9",
"Diaz, Aledmys","649557","2017",".274","85.7","12",24.2,"28.6",
"Diaz, Yandy","650490","2017",".332","91.6","0.5",50.8,"27.5",
"Chapman, Matt","656305","2017",".324","90.1","19.9",39.5,"28.7",
"Hoskins, Rhys","656555","2017",".398","90.9","18.4",45.2,"26.1",
"Schwarber, Kyle","656941","2017",".347","89.6","18.6",41.5,"26.9",
"DeJong, Paul","657557","2017",".335","86.6","18.1",40.1,"28.4",
"Moncada, Yoan","660162","2017",".314","88.5","12.3",35.2,"28.9",
"Happ, Ian","664023","2017",".336","88.5","13.3",39.4,"28.9",
"Beltre, Adrian","134181","2018",".328","88.7","13.6",37.4,"24.8",
"Martinez, Victor","400121","2018",".313","87.8","14.1",30.6,"23.2",
